id,year,question,title,source_filename,source_pdf,markdown_file,file_size,sha256,conversion_status,conversion_tool,notes,original_path
E23107030070,2023,E,,E23107030070.pdf,papers/2023/E/E23107030070.pdf,knowledge_base/2023/E/E23107030070.md,4523029,d99c0cb9b31c99f936581611e05b388bd686a629c56343ec3ed8a3f3317918ee,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23107030070.pdf
E23900310014,2023,E,,E23900310014.pdf,papers/2023/E/E23900310014.pdf,knowledge_base/2023/E/E23900310014.md,3736296,0914108a57671c543943fbf922a5b49908fe24673790609a1012e1165f83e2b5,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23900310014.pdf
F23102520378,2023,F,,F23102520378.pdf,papers/2023/F/F23102520378.pdf,knowledge_base/2023/F/F23102520378.md,6625881,a1dc5e7fe882f5963dd9d6fe47a24a74b5885f5e37416dc475cff907085e8a66,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23102520378.pdf
F23102690048,2023,F,,F23102690048.pdf,papers/2023/F/F23102690048.pdf,knowledge_base/2023/F/F23102690048.md,15094234,4a5ac5b0787e4dddb8c2a98e086ad3dc996c04522b3039e6c0ef0bbdf4902d6d,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23102690048.pdf
F23102860072,2023,F,,F23102860072.pdf,papers/2023/F/F23102860072.pdf,knowledge_base/2023/F/F23102860072.md,34396942,d74d8b08a844e2d66698b3759edce23a2fc26717cabd1cf51cd1b65844c0e02a,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23102860072.pdf
F23103560002,2023,F,,F23103560002.pdf,papers/2023/F/F23103560002.pdf,knowledge_base/2023/F/F23103560002.md,3671768,9b663e72ed7692f26cc19d0b7053300767e948689a27ba8c0adb9d0adf17617b,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23103560002.pdf
F23104040152,2023,F,,F23104040152.pdf,papers/2023/F/F23104040152.pdf,knowledge_base/2023/F/F23104040152.md,17205542,be128355c92655dfb5581862168bb9fdfc387b3c4721bbefac57e3e8b534e9d9,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23104040152.pdf
F23105550004,2023,F,,F23105550004.pdf,papers/2023/F/F23105550004.pdf,knowledge_base/2023/F/F23105550004.md,3080300,c0a7b83113d704fbc7a44174dc0f52be9e2800bf21797e4caf9450d6cac642c7,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23105550004.pdf
F23107010086,2023,F,,F23107010086.pdf,papers/2023/F/F23107010086.pdf,knowledge_base/2023/F/F23107010086.md,6201200,f8cc5afdf8295cc3ec452464fbc9d600ad8acbbbba7c456cb0fc13eca1126160,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23107010086.pdf
F23107300013,2023,F,,F23107300013.pdf,papers/2023/F/F23107300013.pdf,knowledge_base/2023/F/F23107300013.md,5274972,7e07a1f5c56527c3c2893710cd3dad9185b052fe85e1167f47379a45be00672b,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23107300013.pdf
F23910020015,2023,F,,F23910020015.pdf,papers/2023/F/F23910020015.pdf,knowledge_base/2023/F/F23910020015.md,4076303,8f501f8749750a0761f517842287260e8f4eddbb8a561e6939bd278f450fd456,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23910020015.pdf
F23910020096,2023,F,,F23910020096.pdf,papers/2023/F/F23910020096.pdf,knowledge_base/2023/F/F23910020096.md,5603283,a544a8b854de8bcab3d7933223d91be6c567ad6c0098cf12169f5b80d39f4b69,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/F23910020096.pdf
A24102940057,2024,A,,A24102940057.pdf,papers/2024/A/A24102940057.pdf,knowledge_base/2024/A/A24102940057.md,3177374,6dbfb9e08c3234f8f7e40e678912fd0d2f55ec0dd200e5e464ada6db4ca35be3,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/A/A24102940057.pdf
A24103350007,2024,A,,A24103350007.pdf,papers/2024/A/A24103350007.pdf,knowledge_base/2024/A/A24103350007.md,20043836,7fe2813d94da5d72676dd6c8fe0ff6cfead155b8aeb67918be9269de1a0cab5e,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/A/A24103350007.pdf
A24103530117,2024,A,,A24103530117.pdf,papers/2024/A/A24103530117.pdf,knowledge_base/2024/A/A24103530117.md,4234142,f6e0e476017750c9c13d03d1b103d32f32d74d2fe96feb40760c5b3bb3dff17c,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/A/A24103530117.pdf
A24107120016,2024,A,,A24107120016.pdf,papers/2024/A/A24107120016.pdf,knowledge_base/2024/A/A24107120016.md,8184115,daa73a15a67fe912cebe0948f9db9c2ad8e985032f55212eecd64393308ca9e6,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/A/A24107120016.pdf
B24102860287,2024,B,,B24102860287.pdf,papers/2024/B/B24102860287.pdf,knowledge_base/2024/B/B24102860287.md,2785134,3e0fc95ca986458c90e024b55ad074660d419331f5b2feef26377e5e9abc5ee4,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/B/B24102860287.pdf
B24103530099,2024,B,,B24103530099.pdf,papers/2024/B/B24103530099.pdf,knowledge_base/2024/B/B24103530099.md,4962126,db528311404cb848e166fe9f837b20ebafab91f8b3ee6307677a8e7d56d09b1f,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/B/B24103530099.pdf
B24104760033,2024,B,,B24104760033.pdf,papers/2024/B/B24104760033.pdf,knowledge_base/2024/B/B24104760033.md,5254610,4489b34abb9b14010c621a9804b2b8f69dace4d99afd86606a512513925bcdb3,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/B/B24104760033.pdf
B24116640167,2024,B,,B24116640167.pdf,papers/2024/B/B24116640167.pdf,knowledge_base/2024/B/B24116640167.md,6464110,26a34f2fa048e06f40e4d7981e25fc6f5f01067ceafc5e98af48916e4a51c637,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/B/B24116640167.pdf
C24102890089,2024,C,,C24102890089.pdf,papers/2024/C/C24102890089.pdf,knowledge_base/2024/C/C24102890089.md,7576608,81f2b821a8f442cd0c94f067edd27c570e2d63ddbbcae3a7d92f1f573e410b48,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/C/C24102890089.pdf
C24103860012,2024,C,,C24103860012.pdf,papers/2024/C/C24103860012.pdf,knowledge_base/2024/C/C24103860012.md,5362289,20aa9ecb0164fd4e11130590da00f8e0a22a1147dc43b1b85ba9aa4f951a56d3,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/C/C24103860012.pdf
C24104220149,2024,C,,C24104220149.pdf,papers/2024/C/C24104220149.pdf,knowledge_base/2024/C/C24104220149.md,3123287,382bde4b71f57eae705347767120aa58b2d993ae090d71cdf246d0e13d6bf871,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/C/C24104220149.pdf
C24106130096,2024,C,,C24106130096.pdf,papers/2024/C/C24106130096.pdf,knowledge_base/2024/C/C24106130096.md,7797202,2a817dbee1c712b58c164164eea329cec49d8c3f4233792b20d484e9ffd81626,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/C/C24106130096.pdf
D24103850092,2024,D,,D24103850092.pdf,papers/2024/D/D24103850092.pdf,knowledge_base/2024/D/D24103850092.md,11677848,a8c55b50f7be97971dc0b5844952dcbdc6929c07f52f841c0d0add83bec7628d,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/D/D24103850092.pdf
D24104250063,2024,D,,D24104250063.pdf,papers/2024/D/D24104250063.pdf,knowledge_base/2024/D/D24104250063.md,5153839,6cb012383042874734f66f47f9287ae099adc7f81f9b89fa8f7657c747938020,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/D/D24104250063.pdf
D24104460003,2024,D,,D24104460003.pdf,papers/2024/D/D24104460003.pdf,knowledge_base/2024/D/D24104460003.md,16813103,01a6fe09f175de99159d78bdf8aa5997bc4564d85ae7f931f5715df5f2603db4,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/D/D24104460003.pdf
D24106570027,2024,D,,D24106570027.pdf,papers/2024/D/D24106570027.pdf,knowledge_base/2024/D/D24106570027.md,19542685,7d86005f5321da9836ebb158952d8ad3eb65c9a1e73b7f6d4fe6c1d7fb9e67af,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/D/D24106570027.pdf
E24101480006,2024,E,,E24101480006.pdf,papers/2024/E/E24101480006.pdf,knowledge_base/2024/E/E24101480006.md,27317024,84047e2dd922687d05f1ff326408c32dda51bc95ca1d1cd568ca8eac409ab9e4,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/E/E24101480006.pdf
E24102870008,2024,E,,E24102870008.pdf,papers/2024/E/E24102870008.pdf,knowledge_base/2024/E/E24102870008.md,20478222,2e6f5daacb7ce9f16e11239545f4b2b3d7bdee97ebc0b28ff32d5a5db9d20e25,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/E/E24102870008.pdf
E24102910005,2024,E,,E24102910005.pdf,papers/2024/E/E24102910005.pdf,knowledge_base/2024/E/E24102910005.md,5619324,7420d18869b74b8f8a5d036e57ac0fa7b3a94fc54313e1729bbd97e578cfe2cd,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/E/E24102910005.pdf
E24106980067,2024,E,,E24106980067.pdf,papers/2024/E/E24106980067.pdf,knowledge_base/2024/E/E24106980067.md,6053955,bedf322a5d2d3b75099112c0b670905eead989e7cc23905e7696dacaf432aafb,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/E/E24106980067.pdf
F24102870082,2024,F,,F24102870082.pdf,papers/2024/F/F24102870082.pdf,knowledge_base/2024/F/F24102870082.md,2633382,71f0d1214c0790b5cbcdd45ad6c7712ea1fda01ea98b98f5e22f70e0ab987f9b,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/F/F24102870082.pdf
F24103360083,2024,F,,F24103360083.pdf,papers/2024/F/F24103360083.pdf,knowledge_base/2024/F/F24103360083.md,8036640,410992831699297bcc540a2c0b9048fa1187082dbbaae69383f8e7947c5248a4,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/F/F24103360083.pdf
F24104860143,2024,F,,F24104860143.pdf,papers/2024/F/F24104860143.pdf,knowledge_base/2024/F/F24104860143.md,12256870,2a0e10467e2e7ae261e993758ba700217f845f1321a56be8ab8a40446e8a0136,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/F/F24104860143.pdf
F24910020063,2024,F,,F24910020063.pdf,papers/2024/F/F24910020063.pdf,knowledge_base/2024/F/F24910020063.md,7596610,19377b63620d87cd6bbca526c7276857335f5bf99d30bed61e710f8bdb389125,success,Microsoft MarkItDown 0.1.7,,2024年研究生数学建模竞赛优秀论文选/2024年研究生数学建模竞赛优秀论文选/F/F24910020063.pdf
2025-A-001,2025,A,,A题-1-通用神经网络处理器下的核内调度问题.pdf,papers/2025/A/A题-1-通用神经网络处理器下的核内调度问题.pdf,knowledge_base/2025/A/A题-1-通用神经网络处理器下的核内调度问题.md,4017548,f7034863abda2444cde9b51a14c31cded6282a8eace906faa90edb4f4a087531,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/A题优秀论文/A题-1-通用神经网络处理器下的核内调度问题.pdf
2025-A-002,2025,A,,A题-2-通用神经网络处理器下的核内调度问题.pdf,papers/2025/A/A题-2-通用神经网络处理器下的核内调度问题.pdf,knowledge_base/2025/A/A题-2-通用神经网络处理器下的核内调度问题.md,4489506,c83c14e555122c1a7d7901f9108073c9b97299793cdf1e0e2581153307ff6a37,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/A题优秀论文/A题-2-通用神经网络处理器下的核内调度问题.pdf
2025-A-003,2025,A,,A题-NPU 核内调度算法设计与优化研究.pdf,papers/2025/A/A题-NPU 核内调度算法设计与优化研究.pdf,knowledge_base/2025/A/A题-NPU 核内调度算法设计与优化研究.md,3117185,9cefb2c06f81b95f53132fdf9c41407e2cdff8188a72cc33a21720ea32647bc2,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/A题优秀论文/A题-NPU 核内调度算法设计与优化研究.pdf
2025-A-004,2025,A,,A题-面向 Davinci 架构的 NPU 核内调度算法研究.pdf,papers/2025/A/A题-面向 Davinci 架构的 NPU 核内调度算法研究.pdf,knowledge_base/2025/A/A题-面向 Davinci 架构的 NPU 核内调度算法研究.md,6272005,42c5fb495eadd637e6a90263675157f5a0d75d868f5ace69b06d266d86892130,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/A题优秀论文/A题-面向 Davinci 架构的 NPU 核内调度算法研究.pdf
2025-B-001,2025,B,,B题-MIMO-OFDM 链路速率预测问题的建模研究.pdf,papers/2025/B/B题-MIMO-OFDM 链路速率预测问题的建模研究.pdf,knowledge_base/2025/B/B题-MIMO-OFDM 链路速率预测问题的建模研究.md,6181156,96475ab87a663100500cf7eaba378948142d64544da6c7756d1601ad3b49881b,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/B题优秀论文/B题-MIMO-OFDM 链路速率预测问题的建模研究.pdf
2025-B-002,2025,B,,B题-无线通信系统链路速率建模.pdf,papers/2025/B/B题-无线通信系统链路速率建模.pdf,knowledge_base/2025/B/B题-无线通信系统链路速率建模.md,5838726,1384a50b2ea877bdd328d8fa98576ab290fe5b001d147aa637032f6614857961,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/B题优秀论文/B题-无线通信系统链路速率建模.pdf
2025-B-003,2025,B,,B题-机器学习驱动的面向 MIMO-OFDM 的链路速率预测.pdf,papers/2025/B/B题-机器学习驱动的面向 MIMO-OFDM 的链路速率预测.pdf,knowledge_base/2025/B/B题-机器学习驱动的面向 MIMO-OFDM 的链路速率预测.md,5250945,bf2accef43213e4bf11256e0d351dc7581dd20ff55db901b1b22b0e4067ac7c8,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/B题优秀论文/B题-机器学习驱动的面向 MIMO-OFDM 的链路速率预测.pdf
2025-C-001,2025,C,,C题-1-围岩裂隙精准识别与三维模型重构.pdf,papers/2025/C/C题-1-围岩裂隙精准识别与三维模型重构.pdf,knowledge_base/2025/C/C题-1-围岩裂隙精准识别与三维模型重构.md,2449760,6f14d27f0371e94857a592c7469eeec37172009384bdba8a847c26019e8d96c8,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/C题优秀论文/C题-1-围岩裂隙精准识别与三维模型重构.pdf
2025-C-002,2025,C,,C题-2-围岩裂隙精准识别与三维模型重构.pdf,papers/2025/C/C题-2-围岩裂隙精准识别与三维模型重构.pdf,knowledge_base/2025/C/C题-2-围岩裂隙精准识别与三维模型重构.md,16111558,bc6529349c3a053b7774731f2fa3e383f6337807fd33954ee7726b04949878fd,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/C题优秀论文/C题-2-围岩裂隙精准识别与三维模型重构.pdf
2025-C-003,2025,C,,C题-3-围岩裂隙精准识别与三维模型重构.pdf,papers/2025/C/C题-3-围岩裂隙精准识别与三维模型重构.pdf,knowledge_base/2025/C/C题-3-围岩裂隙精准识别与三维模型重构.md,15689836,23dfbdeb5af6468a92428c0171ccfd569b6571066837df96b1960f47248b1d1f,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/C题优秀论文/C题-3-围岩裂隙精准识别与三维模型重构.pdf
2025-C-004,2025,C,,C题-基于 Frangi 滤波的钻孔裂隙识别与三维概率重构.pdf,papers/2025/C/C题-基于 Frangi 滤波的钻孔裂隙识别与三维概率重构.pdf,knowledge_base/2025/C/C题-基于 Frangi 滤波的钻孔裂隙识别与三维概率重构.md,9033829,6f0541dcef1669d18a2a4626def5d216545860e5dd5f3cf5f5891bf983ab1cf2,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/C题优秀论文/C题-基于 Frangi 滤波的钻孔裂隙识别与三维概率重构.pdf
2025-C-005,2025,C,,C题-基于钻孔裂隙智能识别的岩体结构面网络重构与稳定性分区研究.pdf,papers/2025/C/C题-基于钻孔裂隙智能识别的岩体结构面网络重构与稳定性分区研究.pdf,knowledge_base/2025/C/C题-基于钻孔裂隙智能识别的岩体结构面网络重构与稳定性分区研究.md,4447488,b1cdd0efccde759c990a385d0aa613f9e2fe2b7222a60e87452352b9440ebb98,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/C题优秀论文/C题-基于钻孔裂隙智能识别的岩体结构面网络重构与稳定性分区研究.pdf
2025-D-001,2025,D,,D题-低空湍流监测及最优航路规划研究.pdf,papers/2025/D/D题-低空湍流监测及最优航路规划研究.pdf,knowledge_base/2025/D/D题-低空湍流监测及最优航路规划研究.md,8298451,f1962efc7d7b929bfcf9bb876656c891d393068bd049d67d6363d9817f0a5d84,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/D题优秀论文/D题-低空湍流监测及最优航路规划研究.pdf
2025-D-002,2025,D,,D题-基于多源数据融合的低空湍流监测与航路优化.pdf,papers/2025/D/D题-基于多源数据融合的低空湍流监测与航路优化.pdf,knowledge_base/2025/D/D题-基于多源数据融合的低空湍流监测与航路优化.md,20092286,adb0dff5b17a62a3e6ffa3852c7fe10ef6fa9542fc3b95e34f8a6d9e32f185f1,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/D题优秀论文/D题-基于多源数据融合的低空湍流监测与航路优化.pdf
2025-E-001,2025,E,,E题-基于迁移学习的高速列车轴承故障诊断研究.pdf,papers/2025/E/E题-基于迁移学习的高速列车轴承故障诊断研究.pdf,knowledge_base/2025/E/E题-基于迁移学习的高速列车轴承故障诊断研究.md,19870087,1ad142092e24fdfb46a313b2edb109f35290898bc2bb486dcf9c4d03765413ac,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/E题优秀论文/E题-基于迁移学习的高速列车轴承故障诊断研究.pdf
2025-E-002,2025,E,,E题-无监督迁移学习下的轴承故障诊断建模与优化.pdf,papers/2025/E/E题-无监督迁移学习下的轴承故障诊断建模与优化.pdf,knowledge_base/2025/E/E题-无监督迁移学习下的轴承故障诊断建模与优化.md,7694278,4b5875eb3b83395e54d5e8b9d033b045bb2e2ef54f9ada6a061588b311467eb2,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/E题优秀论文/E题-无监督迁移学习下的轴承故障诊断建模与优化.pdf
2025-E-003,2025,E,,E题-高速列车轴承智能故障诊断问题.pdf,papers/2025/E/E题-高速列车轴承智能故障诊断问题.pdf,knowledge_base/2025/E/E题-高速列车轴承智能故障诊断问题.md,2757525,bbd2095e8eac7257fc2852581e7453ce7e01dc1c4b3da46ac79811fde7697d08,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/E题优秀论文/E题-高速列车轴承智能故障诊断问题.pdf
2025-F-001,2025,F,,F题-1-江南古典园林的美学特征建模.pdf,papers/2025/F/F题-1-江南古典园林的美学特征建模.pdf,knowledge_base/2025/F/F题-1-江南古典园林的美学特征建模.md,18193161,b1132adba756118ab037d8af0af25cf5cd110e51092288042d5c5ae9b3b72a0c,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/F题优秀论文/F题-1-江南古典园林的美学特征建模.pdf
2025-F-002,2025,F,,F题-2-江南古典园林的美学特征建模.pdf,papers/2025/F/F题-2-江南古典园林的美学特征建模.pdf,knowledge_base/2025/F/F题-2-江南古典园林的美学特征建模.md,21829195,692c9e30cd2ce0765b17bfbe3a5b1265e32c2ddae42b636a8ad261090e8b73c1,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/F题优秀论文/F题-2-江南古典园林的美学特征建模.pdf
2025-F-003,2025,F,,F题-多模态数据融合视角下江南古典园林美学特征量化建模研究.pdf,papers/2025/F/F题-多模态数据融合视角下江南古典园林美学特征量化建模研究.pdf,knowledge_base/2025/F/F题-多模态数据融合视角下江南古典园林美学特征量化建模研究.md,10141693,d8e40c2d4765e4c50350715f3e5f739e2a2ce11974664c506a639e921e7ad840,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/F题优秀论文/F题-多模态数据融合视角下江南古典园林美学特征量化建模研究.pdf
2025-F-004,2025,F,,F题-江南古典园林美学特征的量化建模与分析.pdf,papers/2025/F/F题-江南古典园林美学特征的量化建模与分析.pdf,knowledge_base/2025/F/F题-江南古典园林美学特征的量化建模与分析.md,30169409,0cd7b0001352da9a88dc4d70df750389eb7989d5d2520959e1222a3f05ba2e76,success,Microsoft MarkItDown 0.1.7,,2025年研究生数学建模竞赛优秀论文选/2025年研究生数学建模竞赛优秀论文选/F题优秀论文/F题-江南古典园林美学特征的量化建模与分析.pdf
